COD_UNICOM,RUTA,NUM_ITIN,F_LTEOR,F_LREAL,F_FACT
1120,1,10,2018-03-01,2018-03-01 00:00:00,2018-03-01 00:00:00
1120,1,30,2018-03-01,2018-03-01 00:00:00,2018-03-01 00:00:00
1120,1,50,2018-03-01,2018-03-01 00:00:00,2018-03-01 00:00:00
1120,1,60,2018-03-01,2018-03-01 00:00:00,2018-03-01 00:00:00
1120,1,70,2018-03-01,2018-03-01 00:00:00,2018-03-01 00:00:00
1120,1,75,2018-03-01,2018-03-01 00:00:00,2018-03-01 00:00:00
1120,1,100,2018-03-01,2018-03-01 00:00:00,2018-03-01 00:00:00
1120,1,110,2018-03-01,2018-03-02 00:00:00,2018-03-02 00:00:00
1120,1,130,2018-03-01,2018-03-01 00:00:00,2018-03-01 00:00:00
1120,1,170,2018-03-01,2018-03-02 00:00:00,2018-03-02 00:00:00
1120,1,260,2018-03-01,2018-03-01 00:00:00,2018-03-01 00:00:00
1120,1,280,2018-03-01,2018-03-02 00:00:00,2018-03-02 00:00:00
1120,1,490,2018-03-01,2018-03-01 00:00:00,2018-03-01 00:00:00
1120,1,150,2018-03-02,2018-03-02 00:00:00,2018-03-02 00:00:00
1120,1,180,2018-03-02,2018-03-02 00:00:00,2018-03-02 00:00:00
1120,1,190,2018-03-02,2018-03-02 00:00:00,2018-03-02 00:00:00
1120,1,200,2018-03-02,2018-03-02 00:00:00,2018-03-02 00:00:00
1120,1,210,2018-03-02,2018-03-03 00:00:00,2018-03-03 00:00:00
1120,1,220,2018-03-02,2018-03-02 00:00:00,2018-03-02 00:00:00
1120,1,250,2018-03-02,2018-03-02 00:00:00,2018-03-02 00:00:00
1120,1,320,2018-03-03,2018-03-05 00:00:00,2018-03-06 00:00:00
1120,1,500,2018-03-03,2999-12-31 00:00:00,2018-02-25 00:00:00
1120,1,520,2018-03-03,2018-03-03 00:00:00,2018-03-03 00:00:00
1120,1,90,2018-03-04,2999-12-31 00:00:00,2018-02-26 00:00:00
1120,1,120,2018-03-04,2999-12-31 00:00:00,2018-02-26 00:00:00
1120,1,140,2018-03-04,2999-12-31 00:00:00,2018-02-26 00:00:00
1120,1,290,2018-03-04,2018-03-05 00:00:00,2018-03-06 00:00:00
1120,1,300,2018-03-04,2018-03-05 00:00:00,2018-03-05 00:00:00
1120,1,310,2018-03-04,2018-03-05 00:00:00,2018-03-05 00:00:00
1120,1,330,2018-03-04,2018-03-05 00:00:00,2018-03-06 00:00:00
1120,1,340,2018-03-04,2018-03-04 00:00:00,2018-03-05 00:00:00
1120,1,350,2018-03-04,2018-03-05 00:00:00,2018-03-06 00:00:00
1120,1,370,2018-03-04,2018-03-04 00:00:00,2018-03-05 00:00:00
1120,1,380,2018-03-04,2018-03-05 00:00:00,2018-03-05 00:00:00
1120,1,420,2018-03-04,2018-03-05 00:00:00,2018-03-06 00:00:00
1120,1,430,2018-03-04,2018-03-05 00:00:00,2018-03-05 00:00:00
1120,1,440,2018-03-04,2018-03-05 00:00:00,2018-03-06 00:00:00
1120,1,450,2018-03-04,2018-03-04 00:00:00,2018-03-05 00:00:00
1120,1,480,2018-03-04,2018-03-04 00:00:00,2018-03-05 00:00:00
1120,1,1470,2018-03-04,2018-03-04 00:00:00,2018-03-04 00:00:00
1120,1,230,2018-03-05,2018-03-06 00:00:00,2018-03-06 00:00:00
1120,1,240,2018-03-05,2999-12-31 00:00:00,2018-02-27 00:00:00
1120,1,360,2018-03-05,2999-12-31 00:00:00,2018-02-27 00:00:00
1120,1,390,2018-03-05,2018-03-06 00:00:00,2018-03-07 00:00:00
1120,1,400,2018-03-05,2999-12-31 00:00:00,2018-02-27 00:00:00
1120,1,460,2018-03-05,2018-03-05 00:00:00,2018-03-06 00:00:00
1120,1,560,2018-03-05,2018-03-07 00:00:00,2018-03-07 00:00:00
1120,1,570,2018-03-05,2018-03-06 00:00:00,2018-03-07 00:00:00
1120,1,820,2018-03-05,2018-03-05 00:00:00,2018-03-07 00:00:00
1120,1,830,2018-03-05,2018-03-06 00:00:00,2018-03-07 00:00:00
1120,1,850,2018-03-05,2018-03-05 00:00:00,2018-03-06 00:00:00
1120,1,880,2018-03-05,2018-03-05 00:00:00,2018-03-06 00:00:00
1120,1,900,2018-03-05,2018-03-05 00:00:00,2018-03-06 00:00:00
1120,1,910,2018-03-05,2018-03-05 00:00:00,2018-03-06 00:00:00
1120,1,930,2018-03-05,2018-03-06 00:00:00,2018-03-07 00:00:00
1120,1,935,2018-03-05,2018-03-06 00:00:00,2018-03-07 00:00:00
1120,1,305,2018-03-06,2999-12-31 00:00:00,2018-03-01 00:00:00
1120,1,410,2018-03-06,2999-12-31 00:00:00,2018-03-01 00:00:00
1120,1,510,2018-03-06,2018-03-07 00:00:00,2018-03-08 00:00:00
1120,1,530,2018-03-06,2018-03-07 00:00:00,2018-03-07 00:00:00
1120,1,600,2018-03-06,2018-03-07 00:00:00,2018-03-07 00:00:00
1120,1,630,2018-03-06,2018-03-07 00:00:00,2018-03-07 00:00:00
1120,1,640,2018-03-06,2018-03-07 00:00:00,2018-03-07 00:00:00
1120,1,650,2018-03-06,2018-03-07 00:00:00,2018-03-07 00:00:00
1120,1,670,2018-03-06,2018-03-07 00:00:00,2018-03-07 00:00:00
1120,1,700,2018-03-06,2018-03-07 00:00:00,2018-03-07 00:00:00
1120,1,730,2018-03-06,2018-03-06 00:00:00,2018-03-06 00:00:00
1120,1,735,2018-03-06,2018-03-07 00:00:00,2018-03-07 00:00:00
1120,1,760,2018-03-06,2018-03-06 00:00:00,2018-03-07 00:00:00
1120,1,770,2018-03-06,2018-03-06 00:00:00,2018-03-06 00:00:00
1120,1,860,2018-03-06,2018-03-06 00:00:00,2018-03-06 00:00:00
1120,1,890,2018-03-06,2999-12-31 00:00:00,2018-03-01 00:00:00
1120,1,270,2018-03-07,2018-03-08 00:00:00,2018-03-08 00:00:00
1120,1,610,2018-03-07,2018-03-08 00:00:00,2018-03-08 00:00:00
1120,1,620,2018-03-07,2018-03-08 00:00:00,2018-03-08 00:00:00
1120,1,655,2018-03-07,2018-03-07 00:00:00,2018-03-07 00:00:00
1120,1,980,2018-03-07,2018-03-08 00:00:00,2018-03-08 00:00:00
1120,1,990,2018-03-07,2018-03-07 00:00:00,2018-03-07 00:00:00
1120,1,1010,2018-03-07,2018-03-10 00:00:00,2018-03-15 00:00:00
1120,1,1070,2018-03-07,2018-03-07 00:00:00,2018-03-07 00:00:00
1120,1,1160,2018-03-07,2018-03-07 00:00:00,2018-03-08 00:00:00
1120,1,1180,2018-03-07,2018-03-08 00:00:00,2018-03-08 00:00:00
1120,1,1190,2018-03-07,2018-03-07 00:00:00,2018-03-07 00:00:00
1120,1,1200,2018-03-07,2018-03-07 00:00:00,2018-03-07 00:00:00
1120,1,1210,2018-03-07,2018-03-08 00:00:00,2018-03-08 00:00:00
1120,1,1454,2018-03-07,2018-03-07 00:00:00,2018-03-07 00:00:00
1120,1,1455,2018-03-07,2018-03-07 00:00:00,2018-03-07 00:00:00
1120,1,1460,2018-03-07,2018-03-07 00:00:00,2018-03-07 00:00:00
1120,1,1510,2018-03-07,2018-03-07 00:00:00,2018-03-08 00:00:00
1120,1,80,2018-03-08,2018-03-10 00:00:00,2018-03-10 00:00:00
1120,1,920,2018-03-08,2018-03-08 00:00:00,2018-03-08 00:00:00
1120,1,940,2018-03-08,2018-03-08 00:00:00,2018-03-08 00:00:00
1120,1,955,2018-03-08,2018-03-08 00:00:00,2018-03-08 00:00:00
1120,1,1020,2018-03-08,2018-03-09 00:00:00,2018-03-09 00:00:00
1120,1,1040,2018-03-08,2018-03-09 00:00:00,2018-03-09 00:00:00
1120,1,160,2018-03-09,2018-03-09 00:00:00,2018-03-09 00:00:00
1120,1,550,2018-03-09,2018-03-10 00:00:00,2018-03-10 00:00:00
1120,1,590,2018-03-09,2999-12-31 00:00:00,2018-03-03 00:00:00
1120,1,635,2018-03-09,2018-03-10 00:00:00,2018-03-10 00:00:00
1120,1,680,2018-03-09,2018-03-09 00:00:00,2018-03-09 00:00:00
1120,1,690,2018-03-09,2018-03-09 00:00:00,2018-03-09 00:00:00
1120,1,720,2018-03-09,2999-12-31 00:00:00,2018-03-03 00:00:00
1120,1,745,2018-03-09,2999-12-31 00:00:00,2018-03-03 00:00:00
1120,1,750,2018-03-09,2018-03-09 00:00:00,2018-03-09 00:00:00
1120,1,790,2018-03-09,2018-03-10 00:00:00,2018-03-10 00:00:00
1120,1,960,2018-03-09,2018-03-09 00:00:00,2018-03-09 00:00:00
1120,1,965,2018-03-09,2018-03-09 00:00:00,2018-03-09 00:00:00
1120,1,970,2018-03-09,2018-03-10 00:00:00,2018-03-10 00:00:00
1120,1,1000,2018-03-09,2018-03-10 00:00:00,2018-03-10 00:00:00
1120,1,1100,2018-03-09,2018-03-12 00:00:00,2018-03-13 00:00:00
1120,1,1120,2018-03-09,2018-03-09 00:00:00,2018-03-09 00:00:00
1120,1,1125,2018-03-09,2018-03-09 00:00:00,2018-03-09 00:00:00
1120,1,1410,2018-03-09,2018-03-10 00:00:00,2018-03-10 00:00:00
1120,1,1480,2018-03-09,2018-03-12 00:00:00,2018-03-13 00:00:00
1120,1,780,2018-03-10,2018-03-13 00:00:00,2018-03-13 00:00:00
1120,1,950,2018-03-10,2999-12-31 00:00:00,2018-03-04 00:00:00
1120,1,1030,2018-03-10,2018-03-12 00:00:00,2018-03-13 00:00:00
1120,1,1060,2018-03-10,2018-03-10 00:00:00,2018-03-10 00:00:00
1120,1,1136,2018-03-10,2018-03-10 00:00:00,2018-03-10 00:00:00
1120,1,1140,2018-03-10,2018-03-12 00:00:00,2018-03-13 00:00:00
1120,1,1145,2018-03-10,2018-03-10 00:00:00,2018-03-10 00:00:00
1120,1,1320,2018-03-10,2999-12-31 00:00:00,2018-03-04 00:00:00
1120,1,1330,2018-03-10,2018-03-13 00:00:00,2018-03-13 00:00:00
1120,1,1390,2018-03-10,2018-03-12 00:00:00,2018-03-13 00:00:00
1120,1,1420,2018-03-10,2018-03-12 00:00:00,2018-03-13 00:00:00
1120,1,1500,2018-03-10,2018-03-12 00:00:00,2018-03-13 00:00:00
1120,1,945,2018-03-12,2999-12-31 00:00:00,2018-03-06 00:00:00
1120,1,1138,2018-03-12,2018-03-13 00:00:00,2018-03-13 00:00:00
1120,1,1370,2018-03-12,2018-03-12 00:00:00,2018-03-14 00:00:00
1120,1,740,2018-03-13,2018-03-13 00:00:00,2018-03-13 00:00:00
1120,1,1340,2018-03-13,2018-03-13 00:00:00,2018-03-13 00:00:00
1120,1,1350,2018-03-13,2999-12-31 00:00:00,2018-03-07 00:00:00
1120,1,1360,2018-03-13,2018-03-13 00:00:00,2018-03-13 00:00:00
1120,1,1380,2018-03-13,2999-12-31 00:00:00,2018-03-07 00:00:00
1120,1,1400,2018-03-13,2999-12-31 00:00:00,2018-03-07 00:00:00
1120,1,1440,2018-03-13,2999-12-31 00:00:00,2018-03-07 00:00:00
1120,1,165,2018-03-14,2999-12-31 00:00:00,2018-03-08 00:00:00
1120,1,1110,2018-03-14,2018-03-14 00:00:00,2018-03-14 00:00:00
1120,1,1240,2018-03-14,2018-03-14 00:00:00,2018-03-14 00:00:00
1120,1,1250,2018-03-14,2018-03-14 00:00:00,2018-03-14 00:00:00
1120,1,1260,2018-03-14,2018-03-14 00:00:00,2018-03-14 00:00:00
1120,1,1270,2018-03-14,2018-03-14 00:00:00,2018-03-14 00:00:00
1120,1,1290,2018-03-14,2018-03-14 00:00:00,2018-03-14 00:00:00
1120,1,540,2018-03-17,2018-03-18 00:00:00,2018-03-20 00:00:00
1120,1,800,2018-03-17,2018-03-18 00:00:00,2018-03-18 00:00:00
1120,1,1150,2018-03-17,2018-03-17 00:00:00,2018-03-17 00:00:00
1120,1,1430,2018-03-17,2018-03-17 00:00:00,2018-03-17 00:00:00
1120,1,1450,2018-03-17,2018-03-17 00:00:00,2018-03-17 00:00:00
1120,1,1155,2018-03-18,2018-03-18 00:00:00,2018-03-18 00:00:00
1120,2,40,2018-03-17,2018-03-20 00:00:00,2018-03-20 00:00:00
1120,2,1100,2018-03-20,2018-03-20 00:00:00,2018-03-20 00:00:00
1120,2,1110,2018-03-20,2018-03-20 00:00:00,2018-03-20 00:00:00
1120,2,1130,2018-03-20,2018-03-20 00:00:00,2018-03-20 00:00:00
1120,2,1150,2018-03-20,2018-03-20 00:00:00,2018-03-20 00:00:00
1120,2,1190,2018-03-20,2018-03-20 00:00:00,2018-03-20 00:00:00
1120,2,1210,2018-03-20,2018-03-20 00:00:00,2018-03-20 00:00:00
1120,2,1240,2018-03-20,2018-03-20 00:00:00,2018-03-20 00:00:00
1120,2,450,2018-03-21,2018-03-21 00:00:00,2018-03-21 00:00:00
1120,2,460,2018-03-21,2018-03-21 00:00:00,2018-03-21 00:00:00
1120,2,470,2018-03-21,2018-03-21 00:00:00,2018-03-21 00:00:00
1120,2,490,2018-03-21,2018-03-21 00:00:00,2018-03-21 00:00:00
1120,2,500,2018-03-21,2018-03-21 00:00:00,2018-03-21 00:00:00
1120,2,510,2018-03-21,2018-03-21 00:00:00,2018-03-21 00:00:00
1120,2,520,2018-03-21,2018-03-21 00:00:00,2018-03-21 00:00:00
1120,2,530,2018-03-21,2018-03-21 00:00:00,2018-03-21 00:00:00
1120,2,540,2018-03-21,2018-03-21 00:00:00,2018-03-21 00:00:00
1120,2,550,2018-03-21,2018-03-21 00:00:00,2018-03-21 00:00:00
1120,2,560,2018-03-21,2018-03-21 00:00:00,2018-03-21 00:00:00
1120,2,580,2018-03-21,2018-03-21 00:00:00,2018-03-21 00:00:00
1120,2,820,2018-03-02,2018-03-03 00:00:00,2018-03-03 00:00:00
1120,2,830,2018-03-02,2018-03-02 00:00:00,2018-03-02 00:00:00
1120,2,850,2018-03-02,2018-03-03 00:00:00,2018-03-03 00:00:00
1120,2,860,2018-03-02,2018-03-02 00:00:00,2018-03-02 00:00:00
1120,2,630,2018-03-02,2018-03-02 00:00:00,2018-03-02 00:00:00
1120,2,800,2018-03-02,2018-03-04 00:00:00,2018-03-05 00:00:00
1120,2,20,2018-03-03,2018-03-04 00:00:00,2018-03-05 00:00:00
1120,2,30,2018-03-03,2018-03-04 00:00:00,2018-03-05 00:00:00
1120,2,60,2018-03-03,2018-03-04 00:00:00,2018-03-05 00:00:00
1120,2,65,2018-03-03,2018-03-05 00:00:00,2018-03-05 00:00:00
1120,2,70,2018-03-03,2018-03-04 00:00:00,2018-03-05 00:00:00
1120,2,105,2018-03-03,2018-03-04 00:00:00,2018-03-05 00:00:00
1120,2,200,2018-03-03,2018-03-05 00:00:00,2018-03-06 00:00:00
1120,2,810,2018-03-03,2018-03-04 00:00:00,2018-03-05 00:00:00
1120,2,815,2018-03-03,2018-03-04 00:00:00,2018-03-05 00:00:00
1120,2,840,2018-03-03,2999-12-31 00:00:00,2018-02-25 00:00:00
1120,2,855,2018-03-03,2018-03-04 00:00:00,2018-03-05 00:00:00
1120,2,240,2018-03-03,2999-12-31 00:00:00,2018-02-25 00:00:00
1120,2,660,2018-03-03,2018-03-04 00:00:00,2018-03-05 00:00:00
1120,2,805,2018-03-03,2018-03-04 00:00:00,2018-03-05 00:00:00
1120,2,75,2018-03-06,2999-12-31 00:00:00,2018-03-01 00:00:00
1120,2,80,2018-03-08,2999-12-31 00:00:00,2018-03-02 00:00:00
1120,2,160,2018-03-08,2018-03-09 00:00:00,2018-03-09 00:00:00
1120,2,170,2018-03-08,2018-03-09 00:00:00,2018-03-09 00:00:00
1120,2,180,2018-03-08,2018-03-08 00:00:00,2018-03-08 00:00:00
1120,2,210,2018-03-08,2018-03-08 00:00:00,2018-03-08 00:00:00
1120,2,220,2018-03-08,2018-03-08 00:00:00,2018-03-08 00:00:00
1120,2,230,2018-03-08,2018-03-08 00:00:00,2018-03-08 00:00:00
1120,2,250,2018-03-08,2018-03-08 00:00:00,2018-03-08 00:00:00
1120,2,260,2018-03-08,2018-03-08 00:00:00,2018-03-08 00:00:00
1120,2,280,2018-03-08,2018-03-08 00:00:00,2018-03-08 00:00:00
1120,2,140,2018-03-09,2018-03-09 00:00:00,2018-03-09 00:00:00
1120,2,150,2018-03-09,2018-03-09 00:00:00,2018-03-09 00:00:00
1120,2,2010,2018-03-10,2018-03-12 00:00:00,2018-03-13 00:00:00
1120,2,2020,2018-03-10,2018-03-10 00:00:00,2018-03-10 00:00:00
1120,2,2040,2018-03-10,2018-03-10 00:00:00,2018-03-10 00:00:00
1120,2,2120,2018-03-10,2018-03-10 00:00:00,2018-03-10 00:00:00
1120,2,270,2018-03-10,2999-12-31 00:00:00,2018-03-04 00:00:00
1120,2,340,2018-03-10,2018-03-10 00:00:00,2018-03-10 00:00:00
1120,2,600,2018-03-10,2018-03-13 00:00:00,2018-03-13 00:00:00
1120,2,610,2018-03-10,2018-03-10 00:00:00,2018-03-10 00:00:00
1120,2,190,2018-03-12,2018-03-12 00:00:00,2018-03-13 00:00:00
1120,2,1470,2018-03-12,2018-03-12 00:00:00,2018-03-13 00:00:00
1120,2,1480,2018-03-12,2018-03-12 00:00:00,2018-03-13 00:00:00
1120,2,2110,2018-03-12,2018-03-12 00:00:00,2018-03-13 00:00:00
1120,2,2140,2018-03-12,2018-03-12 00:00:00,2018-03-13 00:00:00
1120,2,2150,2018-03-12,2018-03-12 00:00:00,2018-03-13 00:00:00
1120,2,2160,2018-03-12,2018-03-12 00:00:00,2018-03-13 00:00:00
1120,2,870,2018-03-12,2018-03-12 00:00:00,2018-03-13 00:00:00
1120,2,875,2018-03-12,2018-03-12 00:00:00,2018-03-13 00:00:00
1120,2,1220,2018-03-12,2018-03-12 00:00:00,2018-03-13 00:00:00
1120,2,1390,2018-03-12,2018-03-12 00:00:00,2018-03-13 00:00:00
1120,2,300,2018-03-12,2018-03-12 00:00:00,2018-03-13 00:00:00
1120,2,10,2018-03-13,2018-03-13 00:00:00,2018-03-13 00:00:00
1120,2,50,2018-03-13,2018-03-14 00:00:00,2018-03-14 00:00:00
1120,2,90,2018-03-13,2018-03-13 00:00:00,2018-03-13 00:00:00
1120,2,100,2018-03-13,2018-03-13 00:00:00,2018-03-13 00:00:00
1120,2,120,2018-03-13,2018-03-13 00:00:00,2018-03-13 00:00:00
1120,2,130,2018-03-13,2018-03-14 00:00:00,2018-03-14 00:00:00
1120,2,1990,2018-03-13,2018-03-13 00:00:00,2018-03-13 00:00:00
1120,2,2100,2018-03-13,2018-03-13 00:00:00,2018-03-13 00:00:00
1120,2,880,2018-03-13,2018-03-13 00:00:00,2018-03-13 00:00:00
1120,2,890,2018-03-13,2018-03-13 00:00:00,2018-03-13 00:00:00
1120,2,910,2018-03-13,2018-03-13 00:00:00,2018-03-13 00:00:00
1120,2,960,2018-03-13,2018-03-13 00:00:00,2018-03-13 00:00:00
1120,2,1530,2018-03-14,2018-03-15 00:00:00,2018-03-15 00:00:00
1120,2,1540,2018-03-14,2999-12-31 00:00:00,2018-03-08 00:00:00
1120,2,1550,2018-03-14,2999-12-31 00:00:00,2018-03-08 00:00:00
1120,2,1590,2018-03-14,2999-12-31 00:00:00,2018-03-08 00:00:00
1120,2,1610,2018-03-14,2018-03-14 00:00:00,2018-03-14 00:00:00
1120,2,1630,2018-03-14,2018-03-14 00:00:00,2018-03-14 00:00:00
1120,2,1930,2018-03-14,2999-12-31 00:00:00,2018-03-08 00:00:00
1120,2,1970,2018-03-14,2999-12-31 00:00:00,2018-03-08 00:00:00
1120,2,1980,2018-03-14,2999-12-31 00:00:00,2018-03-08 00:00:00
1120,2,2000,2018-03-14,2999-12-31 00:00:00,2018-03-08 00:00:00
1120,2,2050,2018-03-14,2999-12-31 00:00:00,2018-03-08 00:00:00
1120,2,2090,2018-03-14,2999-12-31 00:00:00,2018-03-08 00:00:00
1120,2,2130,2018-03-14,2018-03-16 00:00:00,2018-03-16 00:00:00
1120,2,900,2018-03-14,2018-03-14 00:00:00,2018-03-14 00:00:00
1120,2,930,2018-03-14,2999-12-31 00:00:00,2018-03-08 00:00:00
1120,2,980,2018-03-14,2999-12-31 00:00:00,2018-03-08 00:00:00
1120,2,1070,2018-03-14,2999-12-31 00:00:00,2018-03-08 00:00:00
1120,2,1090,2018-03-14,2999-12-31 00:00:00,2018-03-08 00:00:00
1120,2,740,2018-03-14,2018-03-14 00:00:00,2018-03-14 00:00:00
1120,2,760,2018-03-14,2999-12-31 00:00:00,2018-03-08 00:00:00
1120,2,780,2018-03-14,2999-12-31 00:00:00,2018-03-08 00:00:00
1120,2,790,2018-03-14,2018-03-14 00:00:00,2018-03-14 00:00:00
1120,2,1950,2018-03-15,2018-03-15 00:00:00,2018-03-15 00:00:00
1120,2,1960,2018-03-15,2018-03-15 00:00:00,2018-03-15 00:00:00
1120,2,940,2018-03-15,2018-03-15 00:00:00,2018-03-15 00:00:00
1120,2,950,2018-03-15,2018-03-16 00:00:00,2018-03-16 00:00:00
1120,2,1000,2018-03-15,2018-03-15 00:00:00,2018-03-15 00:00:00
1120,2,1030,2018-03-15,2018-03-15 00:00:00,2018-03-15 00:00:00
1120,2,1050,2018-03-15,2018-03-15 00:00:00,2018-03-15 00:00:00
1120,2,1060,2018-03-15,2018-03-15 00:00:00,2018-03-15 00:00:00
1120,2,1080,2018-03-15,2018-03-15 00:00:00,2018-03-15 00:00:00
1120,2,1280,2018-03-15,2018-03-15 00:00:00,2018-03-15 00:00:00
1120,2,330,2018-03-15,2018-03-15 00:00:00,2018-03-15 00:00:00
1120,2,350,2018-03-15,2018-03-15 00:00:00,2018-03-15 00:00:00
1120,2,430,2018-03-15,2018-03-17 00:00:00,2018-03-17 00:00:00
1120,2,1420,2018-03-16,2999-12-31 00:00:00,2018-03-10 00:00:00
1120,2,1560,2018-03-16,2018-03-16 00:00:00,2018-03-16 00:00:00
1120,2,1620,2018-03-16,2018-03-16 00:00:00,2018-03-16 00:00:00
1120,2,1640,2018-03-16,2999-12-31 00:00:00,2018-03-10 00:00:00
1120,2,1650,2018-03-16,2999-12-31 00:00:00,2018-03-10 00:00:00
1120,2,1670,2018-03-16,2018-03-16 00:00:00,2018-03-16 00:00:00
1120,2,1860,2018-03-16,2999-12-31 00:00:00,2018-03-10 00:00:00
1120,2,1880,2018-03-16,2018-03-17 00:00:00,2018-03-17 00:00:00
1120,2,1910,2018-03-16,2999-12-31 00:00:00,2018-03-10 00:00:00
1120,2,970,2018-03-16,2018-03-16 00:00:00,2018-03-16 00:00:00
1120,2,990,2018-03-16,2018-03-16 00:00:00,2018-03-16 00:00:00
1120,2,1020,2018-03-16,2018-03-16 00:00:00,2018-03-16 00:00:00
1120,2,1040,2018-03-16,2999-12-31 00:00:00,2018-03-10 00:00:00
1120,2,360,2018-03-16,2999-12-31 00:00:00,2018-03-10 00:00:00
1120,2,380,2018-03-16,2018-03-16 00:00:00,2018-03-16 00:00:00
1120,2,390,2018-03-16,2018-03-16 00:00:00,2018-03-16 00:00:00
1120,2,400,2018-03-16,2018-03-16 00:00:00,2018-03-16 00:00:00
1120,2,410,2018-03-16,2018-03-16 00:00:00,2018-03-16 00:00:00
1120,2,480,2018-03-16,2018-03-16 00:00:00,2018-03-16 00:00:00
1120,2,620,2018-03-16,2018-03-16 00:00:00,2018-03-16 00:00:00
1120,2,700,2018-03-16,2999-12-31 00:00:00,2018-03-10 00:00:00
1120,2,1850,2018-03-17,2018-03-17 00:00:00,2018-03-17 00:00:00
1120,2,2070,2018-03-17,2018-03-17 00:00:00,2018-03-17 00:00:00
1120,2,2080,2018-03-17,2018-03-17 00:00:00,2018-03-17 00:00:00
1120,2,1180,2018-03-17,2018-03-17 00:00:00,2018-03-17 00:00:00
1120,2,1300,2018-03-17,2018-03-17 00:00:00,2018-03-17 00:00:00
1120,2,1320,2018-03-17,2018-03-17 00:00:00,2018-03-17 00:00:00
1120,2,370,2018-03-17,2018-03-18 00:00:00,2018-03-18 00:00:00
1120,2,1500,2018-03-18,2018-03-18 00:00:00,2018-03-18 00:00:00
1120,2,1690,2018-03-18,2018-03-21 00:00:00,2018-03-21 00:00:00
1120,2,1700,2018-03-18,2018-03-18 00:00:00,2018-03-19 00:00:00
1120,2,1710,2018-03-18,2018-03-20 00:00:00,2018-03-20 00:00:00
1120,2,1720,2018-03-18,2018-03-20 00:00:00,2018-03-20 00:00:00
1120,2,1730,2018-03-18,2018-03-19 00:00:00,2018-03-19 00:00:00
1120,2,1740,2018-03-18,2018-03-19 00:00:00,2018-03-19 00:00:00
1120,2,1750,2018-03-18,2018-03-19 00:00:00,2018-03-19 00:00:00
1120,2,1760,2018-03-18,2999-12-31 00:00:00,2018-03-12 00:00:00
1120,2,1770,2018-03-18,2999-12-31 00:00:00,2018-03-12 00:00:00
1120,2,1800,2018-03-18,2018-03-19 00:00:00,2018-03-19 00:00:00
1120,2,1810,2018-03-18,2018-03-20 00:00:00,2018-03-20 00:00:00
1120,2,1830,2018-03-18,2018-03-20 00:00:00,2018-03-20 00:00:00
1120,2,1870,2018-03-18,2018-03-18 00:00:00,2018-03-18 00:00:00
1120,2,1140,2018-03-18,2018-03-18 00:00:00,2018-03-18 00:00:00
1120,2,1160,2018-03-18,2018-03-18 00:00:00,2018-03-18 00:00:00
1120,2,1260,2018-03-18,2999-12-31 00:00:00,2018-03-12 00:00:00
1120,2,710,2018-03-18,2999-12-31 00:00:00,2018-03-12 00:00:00
1120,2,1460,2018-03-20,2018-03-20 00:00:00,2018-03-20 00:00:00
1120,2,1900,2018-03-20,2018-03-20 00:00:00,2018-03-20 00:00:00
1120,2,1920,2018-03-20,2018-03-20 00:00:00,2018-03-20 00:00:00
1120,2,1230,2018-03-20,2999-12-31 00:00:00,2018-03-14 00:00:00
1120,2,1250,2018-03-20,2018-03-21 00:00:00,2018-03-21 00:00:00
1120,2,1270,2018-03-20,2018-03-20 00:00:00,2018-03-20 00:00:00
1120,2,1290,2018-03-20,2018-03-20 00:00:00,2018-03-20 00:00:00
1120,2,570,2018-03-20,2999-12-31 00:00:00,2018-03-14 00:00:00
1120,2,1940,2018-03-21,2018-03-21 00:00:00,2018-03-21 00:00:00
1120,5,400,2018-03-21,2018-03-22 00:00:00,2018-03-24 00:00:00
1120,5,550,2018-03-06,2018-03-06 00:00:00,2018-03-06 00:00:00
1120,5,600,2018-03-06,2018-03-06 00:00:00,2018-03-06 00:00:00
1120,5,480,2018-03-09,2018-03-09 00:00:00,2018-03-09 00:00:00
1120,5,540,2018-03-09,2018-03-09 00:00:00,2018-03-09 00:00:00
1120,5,590,2018-03-09,2018-03-09 00:00:00,2018-03-09 00:00:00
1120,5,50,2018-03-12,2018-03-12 00:00:00,2018-03-13 00:00:00
1120,5,60,2018-03-12,2018-03-12 00:00:00,2018-03-13 00:00:00
1120,5,70,2018-03-12,2018-03-12 00:00:00,2018-03-13 00:00:00
1120,5,80,2018-03-12,2018-03-12 00:00:00,2018-03-13 00:00:00
1120,5,90,2018-03-12,2018-03-13 00:00:00,2018-03-13 00:00:00
1120,5,100,2018-03-12,2018-03-12 00:00:00,2018-03-13 00:00:00
1120,5,110,2018-03-12,2018-03-12 00:00:00,2018-03-13 00:00:00
1120,5,390,2018-03-13,2018-03-14 00:00:00,2018-03-14 00:00:00
1120,5,610,2018-03-13,2018-03-13 00:00:00,2018-03-13 00:00:00
1120,5,620,2018-03-13,2018-03-13 00:00:00,2018-03-13 00:00:00
1120,5,10,2018-03-13,2018-03-13 00:00:00,2018-03-13 00:00:00
1120,5,20,2018-03-13,2018-03-13 00:00:00,2018-03-13 00:00:00
1120,5,30,2018-03-13,2018-03-13 00:00:00,2018-03-13 00:00:00
1120,5,40,2018-03-13,2018-03-13 00:00:00,2018-03-13 00:00:00
1120,5,130,2018-03-14,2018-03-14 00:00:00,2018-03-14 00:00:00
